City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Cam Ranh,VN,11.9214,109.1591,76.96,69,75,9.22,broken clouds
347,Carnaiba,BR,-8.7,-37.6667,83.46,55,87,19.69,overcast clouds
348,Butembo,CD,0.15,29.2833,58.66,95,16,2.01,light rain
349,Khowai,IN,24.1,91.6333,75.51,93,22,8.21,few clouds
350,Dudinka,RU,69.4058,86.1778,-13.09,100,92,5.64,overcast clouds
351,Lorengau,PG,-2.0226,147.2712,80.06,77,100,0.92,overcast clouds
352,Hamilton,US,39.1834,-84.5333,57.76,48,40,4.61,scattered clouds
353,Ijero,NG,6.4819,3.3803,84.43,79,20,9.22,few clouds
354,Rio Gallegos,AR,-51.6226,-69.2181,53.65,28,40,33.38,scattered clouds
355,Camana,PE,-16.6228,-72.7111,72.27,74,52,9.19,broken clouds
356,Camargo,MX,27.6667,-105.1667,85.51,7,18,5.44,few clouds
357,Andros Town,BS,24.7,-77.7667,85.96,72,91,7.11,overcast clouds
358,Trairi,BR,-3.2778,-39.2689,78.3,90,36,8.75,scattered clouds
359,El Alto,PE,-4.2714,-81.2147,83.86,69,57,16.42,broken clouds
360,Santiago Del Estero,AR,-27.7951,-64.2615,83.26,33,0,2.37,clear sky
361,Urmary,RU,55.6789,47.944,31.93,93,100,12.48,overcast clouds
362,Kavieng,PG,-2.5744,150.7967,80.69,78,100,4.63,light rain
363,Kostomuksha,RU,64.571,30.5767,18.59,97,100,4.36,overcast clouds
364,Ndele,CF,8.4109,20.6473,82.76,49,99,8.55,overcast clouds
365,Luwuk,ID,-0.9516,122.7875,77.88,88,100,2.3,overcast clouds
366,Yeppoon,AU,-23.1333,150.7333,69.58,75,64,8.57,broken clouds
367,Nemuro,JP,43.3236,145.575,35.28,82,0,14.72,clear sky
368,Igrim,RU,63.1906,64.4162,26.71,96,100,13.4,snow
369,Chumikan,RU,54.7183,135.315,26.17,96,100,13.2,light snow
370,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,96,40,8.99,scattered clouds
371,Mulchen,CL,-37.7167,-72.2333,62.46,27,6,9.31,clear sky
372,Sao Filipe,CV,14.8961,-24.4956,71.13,76,4,9.53,clear sky
373,Villazon,BO,-22.0866,-65.5942,63.55,11,9,3.56,clear sky
374,Qui Nhon,VN,13.7667,109.2333,71.37,85,100,17.45,overcast clouds
375,Iqaluit,CA,63.7506,-68.5145,26.33,86,75,23.02,broken clouds
376,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,82.24,6,0,20.31,clear sky
377,Kirakira,SB,-10.4544,161.9205,80.71,83,100,10.67,overcast clouds
378,Paracuru,BR,-3.41,-39.0306,83.1,87,55,10.11,broken clouds
379,Umarizal,BR,-5.9906,-37.8144,83.77,59,100,8.57,overcast clouds
380,Ixtapa,MX,20.7,-105.2,88.18,38,3,8.77,clear sky
381,Gat,IL,31.61,34.7642,72.39,50,100,6.15,overcast clouds
382,Suntar,RU,62.1444,117.6319,-1.61,100,77,3.31,broken clouds
383,Tambilil,PH,5.9622,124.6697,78.31,84,100,3.56,overcast clouds
384,Morehead,US,37.2711,-87.1764,61.79,34,0,9.22,clear sky
385,Macea,RO,46.3833,21.3,37.78,98,95,4.81,overcast clouds
386,Areka,ET,7.0667,37.7,66.02,56,99,3.4,overcast clouds
387,Hobyo,SO,5.3505,48.5268,81.61,74,25,9.95,scattered clouds
388,Dawlatabad,AF,36.4141,64.9053,64.56,32,6,2.24,clear sky
389,Sakakah,SA,29.9697,40.2064,78.37,11,6,8.41,clear sky
390,Brae,GB,60.3964,-1.353,46.72,96,100,21.43,overcast clouds
391,Forestville,US,38.8451,-76.875,56.52,43,20,18.41,few clouds
392,Beni,CD,0.5,29.4667,63.46,98,30,3.04,light rain
393,Parrita,CR,9.5201,-84.3225,87.06,63,58,7.47,broken clouds
394,Luangwa,ZM,-15.6167,30.4167,74.07,85,8,1.39,clear sky
395,Sao Caetano De Odivelas,BR,-0.75,-48.02,79.7,87,100,7.92,heavy intensity rain
396,Guangyuan,CN,32.442,105.823,55.96,83,100,1.41,moderate rain
397,Nueva Guinea,NI,11.6876,-84.4562,89.83,41,69,12.82,broken clouds
398,College,US,64.8569,-147.8028,23.0,63,75,3.44,broken clouds
399,Pokhara,NP,28.2333,83.9833,66.92,70,57,5.01,broken clouds
400,Makaha,US,21.4694,-158.2175,79.56,60,20,0.0,few clouds
401,Causapscal,CA,48.3542,-67.227,31.84,81,96,9.26,overcast clouds
402,Chillicothe,US,39.3331,-82.9824,51.26,47,100,11.5,overcast clouds
403,Kirkwall,GB,58.9848,-2.9587,48.25,93,100,27.63,moderate rain
404,San Policarpo,PH,12.1791,125.5072,79.18,85,89,12.8,overcast clouds
405,Nelson Bay,AU,-32.7167,152.15,63.0,90,98,5.79,overcast clouds
406,Constantine,DZ,36.365,6.6147,47.61,76,75,10.36,broken clouds
407,Souillac,MU,-20.5167,57.5167,79.18,83,75,11.5,broken clouds
408,Mnogovershinnyy,RU,53.9353,139.9242,26.78,92,95,4.72,overcast clouds
409,Glamoc,BA,44.0458,16.8486,27.86,87,13,3.31,few clouds
410,Aklavik,CA,68.2191,-135.0107,-9.4,59,40,9.22,scattered clouds
411,Bogovarovo,RU,58.9785,47.0246,27.03,88,100,9.95,overcast clouds
412,Opuwo,NA,-18.0607,13.84,69.35,63,73,8.43,broken clouds
413,Kalmunai,LK,7.4167,81.8167,78.73,81,2,3.87,clear sky
414,Port Hedland,AU,-20.3167,118.5667,78.85,78,0,8.05,clear sky
415,Jejuri,IN,18.2833,74.1667,81.86,43,95,9.13,overcast clouds
416,Mangai,CD,-4.05,19.5333,73.15,89,91,1.3,light rain
417,Marechal Candido Rondon,BR,-24.5561,-54.0567,78.71,67,82,6.98,broken clouds
418,Leeton,AU,-34.5667,146.4,56.89,87,10,0.0,clear sky
419,Bacungan,PH,9.9106,118.7022,78.08,83,100,4.65,overcast clouds
420,Staryy Nadym,RU,65.6118,72.6842,13.44,90,100,14.52,overcast clouds
421,Jalu,LY,29.0331,21.5482,78.8,13,9,11.14,clear sky
422,Celle,DE,52.6226,10.0805,39.34,83,40,5.75,scattered clouds
423,Shenjiamen,CN,29.9576,122.298,50.4,63,34,6.26,scattered clouds
424,Korla,CN,41.7597,86.1469,57.02,23,0,3.51,clear sky
425,Mahebourg,MU,-20.4081,57.7,80.26,83,75,11.5,broken clouds
426,Marabba,SD,12.35,32.1833,95.16,14,57,7.78,broken clouds
427,Christchurch,NZ,-43.5333,172.6333,60.94,86,100,2.3,overcast clouds
428,Agadir,MA,30.4202,-9.5982,63.05,72,62,3.58,broken clouds
429,Kailua,US,21.4022,-157.7394,80.58,65,80,7.0,broken clouds
430,Ilihan,PH,13.6256,121.0753,78.1,82,39,11.34,scattered clouds
431,Adrar,MR,20.5022,-10.0711,82.63,11,0,11.05,clear sky
432,Teguise,ES,29.0605,-13.564,62.82,88,75,16.11,broken clouds
433,Staroye Drozhzhanoye,RU,54.7266,47.5677,31.95,91,97,11.25,overcast clouds
434,Maragogi,BR,-9.0122,-35.2225,79.86,80,37,9.84,scattered clouds
435,Camacha,PT,33.0833,-16.3333,58.42,67,75,25.32,broken clouds
436,Waingapu,ID,-9.6567,120.2641,76.17,84,16,4.25,few clouds
437,Albacete,ES,38.8333,-2.0,43.18,49,0,11.5,clear sky
438,Beroroha,MG,-21.6667,45.1667,75.97,55,43,1.88,scattered clouds
439,Moba,CN,33.2288,105.0179,42.8,86,100,4.36,overcast clouds
440,Severnoye,RU,56.3491,78.3619,32.86,99,100,8.21,overcast clouds
441,Amga,RU,60.8953,131.9608,0.86,100,100,1.28,overcast clouds
442,Jerusalem,IL,31.769,35.2163,64.71,30,100,5.01,overcast clouds
443,Maceio,BR,-9.6658,-35.7353,83.64,69,75,12.66,broken clouds
444,Sivas,TR,39.7916,37.0019,48.13,53,100,5.35,overcast clouds
445,Myitkyina,MM,25.3833,97.4,65.61,94,73,1.14,broken clouds
446,Puerto Escondido,MX,15.85,-97.0667,87.17,48,4,8.77,clear sky
447,Alappuzha,IN,9.49,76.3264,80.37,83,9,2.98,clear sky
448,Bodden Town,KY,19.2833,-81.25,86.0,74,20,11.5,few clouds
449,Saint George,US,37.1041,-113.5841,75.63,21,0,4.0,clear sky
450,Erdemli,TR,36.605,34.3084,63.03,73,69,8.03,broken clouds
451,Malakal,SS,9.5334,31.6605,89.89,36,91,4.5,overcast clouds
452,Qasigiannguit,GL,68.8193,-51.1922,29.35,91,21,6.4,few clouds
453,Kihei,US,20.785,-156.4656,77.97,81,19,7.2,few clouds
454,Nanortalik,GL,60.1432,-45.2371,37.85,80,98,5.39,overcast clouds
455,Mwense,ZM,-10.3845,28.698,67.59,93,27,1.77,scattered clouds
456,Farap,TM,39.1704,63.6116,68.0,28,0,13.8,clear sky
457,Strezhevoy,RU,60.7333,77.5889,25.0,92,100,12.59,overcast clouds
458,Ocos,GT,14.5094,-92.1933,85.75,62,0,13.6,clear sky
459,Ilhabela,BR,-23.7781,-45.3581,77.23,83,25,8.12,scattered clouds
460,Pascagoula,US,30.3658,-88.5561,82.42,42,0,4.03,clear sky
461,San Vicente,AR,-26.6167,-54.1333,76.77,65,100,3.53,overcast clouds
462,Lahij,YE,13.1667,44.5833,79.21,37,2,3.6,clear sky
463,Hambantota,LK,6.1241,81.1185,78.1,83,14,1.81,few clouds
464,Ust-Kishert,RU,57.3654,57.2495,39.04,100,100,12.21,overcast clouds
465,Krasnoturansk,RU,54.3186,91.5639,26.42,98,100,3.42,overcast clouds
466,Port Hardy,CA,50.6996,-127.4199,42.98,87,100,3.44,light intensity shower rain
467,Parkes,AU,-33.1333,148.1833,55.35,76,100,2.75,overcast clouds
468,Pucara,PE,-15.9803,-71.4606,46.53,66,99,11.12,overcast clouds
469,Tocopilla,CL,-22.092,-70.1979,70.93,62,20,8.37,few clouds
470,Doha,QA,25.2867,51.5333,76.98,19,0,6.91,clear sky
471,Pacific Grove,US,36.6177,-121.9166,65.21,77,20,12.66,few clouds
472,Limbdi,IN,22.5667,71.8,85.59,36,1,14.14,clear sky
473,Eyl,SO,7.9803,49.8164,78.6,78,5,9.93,clear sky
474,Linhai,CN,28.85,121.1167,45.93,72,5,10.0,clear sky
475,Nantucket,US,41.2835,-70.0995,47.08,84,100,8.05,overcast clouds
476,Saginaw,US,43.3334,-84.0333,43.72,70,100,10.36,overcast clouds
477,Anadyr,RU,64.75,177.4833,-8.9,77,0,4.47,clear sky
478,Balkanabat,TM,39.5108,54.3671,75.47,17,0,2.28,clear sky
479,Salinas,US,36.6777,-121.6555,75.99,64,0,8.7,clear sky
480,Darab,IR,28.7519,54.5444,70.5,15,0,5.44,clear sky
481,Hay River,CA,60.8156,-115.7999,35.58,44,40,14.97,scattered clouds
482,Monterey,US,36.2505,-121.2516,73.18,21,4,14.54,clear sky
483,Bambanglipuro,ID,-7.95,110.2833,76.06,87,100,4.27,overcast clouds
484,Zulpich,DE,50.7,6.65,40.86,65,75,5.75,broken clouds
485,Kefamenanu,ID,-9.4467,124.4781,68.41,90,11,2.33,few clouds
486,North Platte,US,41.1239,-100.7654,60.12,21,100,21.99,overcast clouds
487,Muhos,FI,64.808,25.9931,11.98,99,65,1.74,broken clouds
488,Preobrazheniye,RU,42.9019,133.9064,36.84,86,5,7.07,clear sky
489,Kapit,MY,2.0167,112.9333,72.09,100,100,1.16,overcast clouds
490,Puerto Leguizamo,CO,-0.1934,-74.7819,84.78,63,99,2.57,overcast clouds
491,Itarema,BR,-2.9248,-39.9167,79.29,87,19,11.34,heavy intensity rain
492,Quang Ngai,VN,15.1167,108.8,66.81,92,100,8.34,overcast clouds
493,Cap Malheureux,MU,-19.9842,57.6142,80.47,82,31,5.01,scattered clouds
494,Iquique,CL,-20.2208,-70.1431,69.84,69,5,8.68,clear sky
495,Xining,CN,36.6167,101.7667,40.96,29,100,0.67,overcast clouds
496,Kutum,SD,14.2,24.6667,79.27,11,100,9.73,overcast clouds
497,Poya,NC,-21.35,165.15,79.38,89,100,5.23,overcast clouds
498,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,43.14,82,100,7.67,overcast clouds
499,Isla Vista,US,34.4133,-119.861,69.91,77,97,3.0,overcast clouds
500,Lieksa,FI,63.3167,30.0167,18.91,94,98,3.11,overcast clouds
501,Krasnaya Gora,RU,52.9995,31.6023,27.91,88,100,7.67,overcast clouds
502,Pemangkat,ID,1.1667,108.9667,77.52,86,87,2.8,overcast clouds
503,Kenora,CA,49.8167,-94.4337,34.77,64,100,0.0,overcast clouds
504,Road Town,VG,18.4167,-64.6167,82.44,65,40,10.36,scattered clouds
505,Yazykovo,RU,55.2199,56.1353,39.11,94,99,13.42,overcast clouds
506,Quepos,CR,9.4236,-84.1652,86.2,67,78,6.53,broken clouds
507,Tanakpur,IN,29.0833,80.1167,73.04,14,2,9.46,clear sky
508,Elko,US,41.0002,-115.5012,55.63,11,0,8.99,clear sky
509,Abu Dhabi,AE,24.4667,54.3667,75.31,85,0,1.14,clear sky
510,Nome,US,64.5011,-165.4064,13.15,57,92,5.03,overcast clouds
511,Bethel,US,41.3712,-73.414,42.51,89,100,3.67,overcast clouds
512,Flinders,AU,-34.5833,150.8552,61.88,77,0,3.0,clear sky
513,Nahrin,AF,36.0649,69.1334,59.47,35,0,2.48,clear sky
514,Bubaque,GW,11.2833,-15.8333,75.2,71,35,22.77,scattered clouds
515,Copiapo,CL,-27.3667,-70.3333,64.09,30,0,8.12,clear sky
516,Nyanguge,TZ,-2.55,33.2,73.11,76,91,14.16,light rain
517,Igunga,TZ,-4.2833,33.8833,69.85,64,100,2.53,overcast clouds
518,Pemba,MZ,-12.974,40.5178,81.3,83,20,7.0,thunderstorm
519,Makakilo City,US,21.3469,-158.0858,78.19,55,68,23.26,broken clouds
520,Beloha,MG,-25.1667,45.05,71.8,88,1,10.36,clear sky
521,Zhangye,CN,38.9342,100.4517,46.96,21,79,4.34,broken clouds
522,Hurghada,EG,27.2574,33.8129,82.44,12,0,12.66,clear sky
523,Fort-Shevchenko,KZ,44.5086,50.263,50.09,80,100,2.86,overcast clouds
524,Eureka,US,40.8021,-124.1637,60.67,69,100,8.99,overcast clouds
525,Alyangula,AU,-13.8483,136.4192,71.47,100,40,0.0,scattered clouds
526,San Juan,AR,-31.5375,-68.5364,71.83,30,0,21.32,clear sky
527,Isangel,VU,-19.55,169.2667,80.24,84,100,8.39,overcast clouds
528,Altamont,US,42.2068,-121.7372,54.79,30,100,3.0,overcast clouds
529,Cap-Aux-Meules,CA,47.3821,-61.8597,33.85,75,20,17.27,few clouds
530,Chenzhou,CN,25.8,113.0333,54.05,73,1,2.73,clear sky
531,Tondano,ID,1.3038,124.9112,66.29,87,92,1.63,overcast clouds
532,Gusinoye Ozero,RU,51.1144,106.2614,28.09,86,100,6.33,overcast clouds
533,Dover,US,39.1582,-75.5244,59.05,45,75,23.02,broken clouds
534,Hargeysa,SO,9.56,44.065,70.63,54,7,6.73,clear sky
535,Fonte Boa,BR,-2.4959,-66.2662,79.05,89,95,2.93,overcast clouds
536,Sandwick,GB,60.0,-1.25,48.02,93,75,23.02,broken clouds
537,Menomonie,US,44.8755,-91.9193,48.72,42,100,8.05,overcast clouds
538,De-Kastri,RU,51.4667,140.7833,32.67,87,84,7.05,broken clouds
539,Tanout,NE,14.9709,8.8879,86.79,2,99,7.85,overcast clouds
540,Port Augusta,AU,-32.5,137.7667,58.51,67,3,2.91,clear sky
541,Myaundzha,RU,63.0494,147.1858,-13.92,100,99,1.16,overcast clouds
542,Oksfjord,NO,70.2396,22.3479,28.58,90,87,6.82,overcast clouds
543,Luena,AO,-11.7833,19.9167,63.16,95,69,4.23,light rain
544,Boa Vista,BR,2.8197,-60.6733,82.38,69,100,6.91,overcast clouds
545,Kiruna,SE,67.8557,20.2251,13.12,85,75,4.61,broken clouds
546,Yar-Sale,RU,66.8333,70.8333,6.42,92,100,9.91,overcast clouds
547,Sorong,ID,-0.8833,131.25,78.03,87,100,5.5,overcast clouds
548,Ovsyanka,RU,55.9575,92.5519,23.97,97,100,1.39,overcast clouds
549,Yumen,CN,40.2833,97.2,47.28,23,6,12.1,clear sky
550,Nainpur,IN,22.4333,80.1167,82.33,16,0,2.24,clear sky
551,Tubuala,PA,9.5167,-79.0333,81.7,78,99,10.58,overcast clouds
552,Filadelfia,US,39.9523,-75.1638,54.05,74,75,13.8,broken clouds
553,Lander,US,42.833,-108.7307,49.98,23,0,7.74,clear sky
554,Aita Mare,RO,45.9667,25.55,33.85,95,99,8.59,light snow
555,Tadine,NC,-21.55,167.8833,80.04,84,100,12.12,overcast clouds
556,Vadinsk,RU,53.6916,43.0574,31.62,95,100,5.77,overcast clouds
557,Develi,TR,38.3906,35.4922,56.55,61,77,6.62,broken clouds
558,Sinnamary,GF,5.3833,-52.95,79.23,87,50,11.65,moderate rain
559,Kizner,RU,56.2749,51.508,36.7,90,93,14.65,overcast clouds
560,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.66,81,21,9.91,few clouds
561,Panjakent,TJ,39.4952,67.6093,56.95,33,9,7.09,clear sky
562,Zhanaozen,KZ,43.3,52.8,55.96,56,45,9.04,scattered clouds
563,Yurga,RU,55.7231,84.8861,23.68,96,100,5.86,overcast clouds
564,Palembang,ID,-2.9167,104.7458,73.49,94,75,8.05,broken clouds
565,Shuangcheng,CN,45.35,126.2833,44.28,41,0,20.94,clear sky
566,Kaeo,NZ,-35.1,173.7833,66.33,92,18,1.03,few clouds
567,Leh,IN,34.1667,77.5833,24.8,63,49,5.64,scattered clouds
568,Jhinjhak,IN,26.5667,79.7333,80.47,7,0,4.79,clear sky
569,Langenburg,DE,49.2544,9.8458,30.15,74,20,4.61,few clouds
570,Hami,CN,42.8,93.45,53.71,25,0,8.46,clear sky
571,Tongchuan,CN,35.0806,109.0897,53.06,55,100,0.54,overcast clouds
572,High Level,CA,58.5169,-117.136,28.51,64,75,11.5,broken clouds
573,Havelock,US,34.8791,-76.9013,75.15,35,0,11.99,clear sky
574,Dalvik,IS,65.9702,-18.5286,33.73,96,100,8.77,snow
575,Gberia Fotombu,SL,9.8833,-11.1667,84.76,46,97,7.72,overcast clouds
576,Te Anau,NZ,-45.4167,167.7167,46.22,75,69,0.94,broken clouds
577,Dongkan,CN,33.9997,119.8308,41.0,68,38,6.78,scattered clouds
578,Saint-Junien,FR,45.8833,0.9,37.98,88,8,2.71,clear sky
579,Miri,MY,4.4148,114.0089,75.34,100,20,2.3,few clouds
580,Ismailia,EG,30.6043,32.2723,67.14,46,100,9.69,overcast clouds
581,Cabangahan,PH,9.0781,122.9469,79.27,81,100,8.81,overcast clouds
582,Puerto Ayacucho,VE,5.6639,-67.6236,87.48,60,86,5.61,overcast clouds
583,Mahanoro,MG,-19.9,48.8,73.53,92,38,6.91,scattered clouds
584,Yinchuan,CN,38.4681,106.2731,51.62,14,64,3.98,broken clouds
585,Zaysan,KZ,47.4667,84.8667,42.01,57,3,0.43,clear sky
586,Ban Tak,TH,17.0432,99.0813,72.27,71,72,1.12,broken clouds
587,Wattegama,LK,6.7989,81.4808,73.94,92,1,0.63,clear sky
588,Shache,CN,38.4167,77.2406,59.45,20,25,5.1,scattered clouds
589,Rangapara,IN,26.8167,92.65,70.43,93,100,6.06,overcast clouds
590,Benjamin Constant,BR,-4.3831,-70.0311,77.13,78,75,2.3,broken clouds
591,San Juan De Colon,VE,8.0313,-72.2605,83.79,69,63,2.3,broken clouds
592,Tromso,NO,69.6496,18.957,24.82,54,0,3.44,clear sky
593,Turukhansk,RU,65.8167,87.9833,-5.08,100,23,3.96,few clouds
594,Alofi,NU,-19.0595,-169.9187,75.09,94,89,3.44,overcast clouds
595,Dubbo,AU,-32.25,148.6167,51.93,87,100,3.44,overcast clouds
596,Klenovyy,UA,48.1193,39.4588,46.38,81,100,18.03,overcast clouds
597,Thinadhoo,MV,0.5333,72.9333,82.89,65,5,2.57,clear sky
598,Great Yarmouth,GB,52.6083,1.7305,44.42,75,92,10.65,overcast clouds
599,Jizan,SA,17.3333,42.6667,85.14,47,7,5.5,clear sky
600,Paka,MY,4.6374,103.4368,75.7,89,94,3.71,overcast clouds
601,Cradock,ZA,-32.1642,25.6192,65.1,73,71,0.96,broken clouds
602,Jacareacanga,BR,-6.2222,-57.7528,76.66,96,100,2.59,overcast clouds
603,Talcahuano,CL,-36.7167,-73.1167,62.28,51,0,19.57,clear sky
604,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,87.42,34,0,3.8,clear sky
605,Enugu,NG,6.4402,7.4943,82.15,67,100,9.24,overcast clouds
606,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,82.11,84,66,1.95,broken clouds
607,San Patricio,US,28.017,-97.5169,87.17,43,0,14.03,clear sky
608,Akyab,MM,20.15,92.9,78.67,83,21,1.25,few clouds
609,Mancio Lima,BR,-7.6142,-72.8958,82.62,68,94,2.93,overcast clouds
610,Plettenberg Bay,ZA,-34.0527,23.3716,61.18,90,82,1.97,broken clouds
611,Solnechnyy,RU,50.7214,136.6319,33.6,82,100,7.63,overcast clouds
612,Nizwa,OM,22.9333,57.5333,77.72,26,0,6.04,clear sky
613,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,22,0,23.02,clear sky
614,Gunnedah,AU,-30.9833,150.25,60.31,89,56,2.37,broken clouds
615,Galich,RU,58.3797,42.3475,24.15,90,100,7.07,overcast clouds
616,Malazgirt,TR,39.1427,42.5401,29.8,89,65,1.52,broken clouds
617,Waddan,LY,29.1614,16.139,80.89,11,1,15.26,clear sky
618,Abonnema,NG,4.7084,6.7931,80.55,81,97,7.11,overcast clouds
619,Bone,DE,51.9669,12.1396,39.25,75,99,9.84,overcast clouds
620,Carbonia,IT,39.1672,8.5222,49.01,61,100,3.44,overcast clouds
621,Adamas,GR,36.7333,24.4333,58.53,73,56,24.4,broken clouds
622,Katobu,ID,-4.9408,122.5276,73.45,93,54,2.64,broken clouds
623,Makamba,BI,-4.1348,29.804,62.17,88,82,2.33,broken clouds
624,Rio Muerto,MX,27.4167,-110.2333,85.28,21,30,15.03,scattered clouds
625,Storforshei,NO,66.4043,14.5233,26.38,100,75,2.3,light snow
626,Zabol,AF,32.25,67.25,56.75,16,0,7.61,clear sky
627,Iralaya,HN,15.0,-83.2333,83.44,65,8,9.55,clear sky
628,Keti Bandar,PK,24.1447,67.4497,78.19,68,29,9.86,scattered clouds
629,Shimoda,JP,34.6667,138.95,49.1,91,100,18.07,moderate rain
630,Dalaba,GN,10.7,-12.25,78.17,25,100,4.03,overcast clouds
631,Lakes Entrance,AU,-37.8811,147.981,57.16,93,100,20.07,light rain
632,Merauke,ID,-8.4667,140.3333,77.32,83,41,5.19,scattered clouds
633,Northport,US,33.229,-87.5772,75.58,36,0,1.01,clear sky
634,Luau,AO,-10.7073,22.2247,65.28,94,98,2.66,overcast clouds
635,Monroe,US,43.1501,-77.6831,39.24,92,100,11.5,light rain
636,Slave Lake,CA,55.2834,-114.769,47.97,46,63,10.65,broken clouds
637,Alausi,EC,-2.2,-78.8333,56.21,85,94,2.77,moderate rain
638,Kharovsk,RU,59.9642,40.1912,16.93,94,12,4.29,few clouds
639,Yerbogachen,RU,61.2767,108.0108,4.14,96,93,6.11,overcast clouds
640,Fort Nelson,CA,58.8053,-122.7002,32.43,99,100,3.06,overcast clouds
641,Tabou,CI,4.423,-7.3528,80.47,82,100,10.38,overcast clouds
642,Rozhyshche,UA,50.9154,25.2691,32.13,74,99,10.4,overcast clouds
643,Tandalti,SD,13.0167,31.8667,88.5,17,100,6.04,overcast clouds
644,Grand Gaube,MU,-20.0064,57.6608,80.38,82,27,5.99,scattered clouds
645,Veraval,IN,20.9,70.3667,77.43,78,3,10.29,clear sky
646,Kharitonovo,RU,61.4009,47.4978,24.35,93,100,8.48,overcast clouds
647,Abha,SA,18.2164,42.5053,63.93,36,61,3.87,broken clouds
648,Morgan City,US,29.6994,-91.2068,82.99,38,0,4.79,clear sky
649,Ostrzeszow,PL,51.4264,17.9336,29.07,67,29,8.34,scattered clouds
650,Bocaiuva,BR,-17.1078,-43.815,84.2,37,1,8.3,clear sky
651,Honiara,SB,-9.4333,159.95,79.0,88,97,6.06,overcast clouds
652,Mondovi,IT,44.396,7.8176,46.62,75,97,2.68,overcast clouds
653,Cabedelo,BR,-6.9811,-34.8339,75.87,76,61,13.0,light rain
654,Coahuayana,MX,18.7333,-103.6833,86.43,46,85,8.3,overcast clouds
655,Luwingu,ZM,-10.2621,29.9271,63.27,93,76,2.8,light rain
656,Kieta,PG,-6.2167,155.6333,79.11,83,99,1.05,overcast clouds
657,Remuna,IN,21.5261,86.8722,79.16,80,51,13.2,broken clouds
658,Katherine,AU,-14.4667,132.2667,75.52,64,39,4.61,scattered clouds
659,Castlemaine,AU,-37.0667,144.2167,52.99,93,54,3.87,broken clouds
660,Portalegre,PT,39.2938,-7.4312,41.58,46,67,5.93,broken clouds
661,Imamoglu,TR,37.2651,35.6572,61.83,92,100,3.69,overcast clouds
662,Nauta,PE,-4.5061,-73.5757,81.61,72,98,1.12,overcast clouds
663,Champerico,GT,14.3,-91.9167,86.74,60,2,13.91,clear sky
664,Lengshuitan,CN,26.4111,111.5956,56.12,72,54,2.13,broken clouds
665,Taltal,CL,-25.4,-70.4833,67.23,66,22,5.3,few clouds
666,Mbuji-Mayi,CD,-6.15,23.6,68.72,93,100,4.61,light rain
667,Kurmanayevka,RU,52.5093,52.0675,48.02,86,100,9.04,overcast clouds
668,Cukai,MY,4.25,103.4167,74.89,91,90,4.09,overcast clouds
669,Chikwawa,MW,-16.0335,34.8009,73.49,94,7,1.59,clear sky
670,Egvekinot,RU,66.3167,-179.1667,-7.58,83,62,16.89,broken clouds
671,Douentza,ML,14.9951,-2.9517,91.15,8,56,4.65,broken clouds
672,Olga,RU,43.7444,135.2892,36.21,65,0,4.79,clear sky
673,La Paz,BO,-16.5,-68.15,60.78,51,40,4.61,scattered clouds
674,Erenhot,CN,43.6475,111.9767,45.48,25,32,14.63,scattered clouds
